kode,uraian,fungsi_operasional,uraian_enriched,ai_search_context
500.15.10.1,tenaga kerja mandiri dan sektoral informal,500.15,Tenaga kerja mandiri dan sektoral informal,Kode 500.15.10.1 (500.15): Tenaga kerja mandiri dan sektoral informal
500.15.10.2,pengembangan padat karya,500.15,Pengembangan padat karya,Kode 500.15.10.2 (500.15): Pengembangan padat karya
500.15.10.3,terapan teknologi tepat guna,500.15,Terapan teknologi tepat guna,Kode 500.15.10.3 (500.15): Terapan teknologi tepat guna
500.15.10.4,pemberdayaan pendampingan dan kerjasama antar lembaga,500.15,Pemberdayaan pendampingan dan kerjasama antar lembaga,Kode 500.15.10.4 (500.15): Pemberdayaan pendampingan dan kerjasama antar lembaga
500.15.11,standardisasi profesi,500.15,Standardisasi profesi,Kode 500.15.11 (500.15): Standardisasi profesi
500.15.11.1,sistem informasi dan registrasi,500.15,Sistem informasi dan registrasi,Kode 500.15.11.1 (500.15): Sistem informasi dan registrasi
500.15.11.2,pembakuan akreditasi,500.15,Pembakuan akreditasi,Kode 500.15.11.2 (500.15): Pembakuan akreditasi
500.15.12,persyaratan kerja kesejahteraan dan analisis diskriminasi,500.15,Persyaratan kerja kesejahteraan dan analisis disurat keputusan (sk)riminasi,Kode 500.15.12 (500.15): Persyaratan kerja kesejahteraan dan analisis disurat keputusan (sk)riminasi
500.15.12.1,peraturan perusahaan dan perjanjian kerjasama bersama,500.15,Peraturan perusahaan dan perjanjian kerjasama bersama,Kode 500.15.12.1 (500.15): Peraturan perusahaan dan perjanjian kerjasama bersama
500.15.12.2,perjanjian kerja,500.15,Perjanjian kerja,Kode 500.15.12.2 (500.15): Perjanjian kerja
500.15.12.3,kesejahteraan pekerja,500.15,Kesejahteraan pekerja,Kode 500.15.12.3 (500.15): Kesejahteraan pekerja
500.15.12.4,analisis diskriminasi syarat kerja,500.15,Analisis disurat keputusan (sk)riminasi syarat kerja,Kode 500.15.12.4 (500.15): Analisis disurat keputusan (sk)riminasi syarat kerja
500.15.13,kelembagaan dan pemasyarakatan hubungan industrial,500.15,Kelembagaan dan pemasyarakatan hubungan industrial,Kode 500.15.13 (500.15): Kelembagaan dan pemasyarakatan hubungan industrial
500.15.13.1,organisasi pekerja dan pengusaha,500.15,Organisasi pekerja dan pengusaha,Kode 500.15.13.1 (500.15): Organisasi pekerja dan pengusaha
500.15.13.2,kelembagaan hubungan industrial,500.15,Kelembagaan hubungan industrial,Kode 500.15.13.2 (500.15): Kelembagaan hubungan industrial
500.15.13.3,pemasyarakatan hubungan industrial,500.15,Pemasyarakatan hubungan industrial,Kode 500.15.13.3 (500.15): Pemasyarakatan hubungan industrial
500.15.14,pengupahan dan penyelesaian perselisihan hubungan industrial,500.15,Pengupahan dan penyelesaian perselisihan hubungan industrial,Kode 500.15.14 (500.15): Pengupahan dan penyelesaian perselisihan hubungan industrial
500.15.14.1,pengupahan,500.15,Pengupahan,Kode 500.15.14.1 (500.15): Pengupahan
500.15.14.2,jaminan sosial tenaga kerja dalam hubungan kerja,500.15,Jaminan sosial tenaga kerja dalam hubungan kerja,Kode 500.15.14.2 (500.15): Jaminan sosial tenaga kerja dalam hubungan kerja
500.15.15,pencegahan dan penyelesaian pelestarian hubungan industrial,500.15,Pencegahan dan penyelesaian pelestarian hubungan industrial,Kode 500.15.15 (500.15): Pencegahan dan penyelesaian pelestarian hubungan industrial
500.15.15.1,pencegahan perselisihan hubungan industrial,500.15,Pencegahan perselisihan hubungan industrial,Kode 500.15.15.1 (500.15): Pencegahan perselisihan hubungan industrial
500.15.15.2,penyelenggaraan penyelesaian perselisihan hubungan industrial,500.15,Penyelenggaraan penyelesaian perselisihan hubungan industrial,Kode 500.15.15.2 (500.15): Penyelenggaraan penyelesaian perselisihan hubungan industrial
500.15.15.3,pemberdayaan kelembagaan dan tenaga penyelesaian perselisihan hubungan industrial,500.15,Pemberdayaan kelembagaan dan tenaga penyelesaian perselisihan hubungan industrial,Kode 500.15.15.3 (500.15): Pemberdayaan kelembagaan dan tenaga penyelesaian perselisihan hubungan industrial
500.15.16,pengawasan norma kerja dan jaminan sosial tenaga kerja,500.15,Pengawasan norma kerja dan jaminan sosial tenaga kerja,Kode 500.15.16 (500.15): Pengawasan norma kerja dan jaminan sosial tenaga kerja
500.15.16.1,pengawasan norma kerja,500.15,Pengawasan norma kerja,Kode 500.15.16.1 (500.15): Pengawasan norma kerja
500.15.16.2,pengawasan norma hubungan kerja dan perlindungan berserikat,500.15,Pengawasan norma hubungan kerja dan perlindungan berserikat,Kode 500.15.16.2 (500.15): Pengawasan norma hubungan kerja dan perlindungan berserikat
500.15.16.3,pengawasan norma penempatan dan latihan tenaga kerja,500.15,Pengawasan norma penempatan dan latihan tenaga kerja,Kode 500.15.16.3 (500.15): Pengawasan norma penempatan dan latihan tenaga kerja
500.15.17,pengawasan norma kerja perempuan dan anak,500.15,Pengawasan norma kerja perempuan dan anak,Kode 500.15.17 (500.15): Pengawasan norma kerja perempuan dan anak
500.15.17.1,pengawasan norma kerja perempuan,500.15,Pengawasan norma kerja perempuan,Kode 500.15.17.1 (500.15): Pengawasan norma kerja perempuan
500.15.17.2,pengawasan norma kerja anak,500.15,Pengawasan norma kerja anak,Kode 500.15.17.2 (500.15): Pengawasan norma kerja anak
500.15.17.3,kerjasama lintas sektoral,500.15,Kerjasama lintas sektoral,Kode 500.15.17.3 (500.15): Kerjasama lintas sektoral
500.15.17.4,advokasi tenaga kerja perempuan dan anak,500.15,Advokasi tenaga kerja perempuan dan anak,Kode 500.15.17.4 (500.15): Advokasi tenaga kerja perempuan dan anak
500.15.18,pengawasan norma keselamatan dan kesehatan kerja,500.15,Pengawasan norma keselamatan dan kesehatan kerja,Kode 500.15.18 (500.15): Pengawasan norma keselamatan dan kesehatan kerja
500.15.18.1,pengawasan norma mekanik pesawat uap dan bejana tekan,500.15,Pengawasan norma mekanik pesawat uap dan bejana tekan,Kode 500.15.18.1 (500.15): Pengawasan norma mekanik pesawat uap dan bejana tekan
500.15.18.2,pengawasan norma konstruksi bangunan listrik dan penanggulangan kebakaran,500.15,Pengawasan norma konstruksi bangunan listrik dan penanggulangan kebakaran,Kode 500.15.18.2 (500.15): Pengawasan norma konstruksi bangunan listrik dan penanggulangan kebakaran
500.15.18.3,pengawasan norma kesehatan kerja,500.15,Pengawasan norma kesehatan kerja,Kode 500.15.18.3 (500.15): Pengawasan norma kesehatan kerja
500.15.18.4,pengawasan norma lingkungan kerja dan bahan berbahaya,500.15,Pengawasan norma lingkungan kerja dan bahan berbahaya,Kode 500.15.18.4 (500.15): Pengawasan norma lingkungan kerja dan bahan berbahaya
500.15.18.5,pengawasan norma kelembagaan keahlian dan sistem manajemen k3,500.15,Pengawasan norma kelembagaan keahlian dan sistem manajemen k3,Kode 500.15.18.5 (500.15): Pengawasan norma kelembagaan keahlian dan sistem manajemen k3
500.15.19,laporan hasil pengawasan ketenagaakerjaan,500.15,Laporan hasil pengawasan ketenagaakerjaan,Kode 500.15.19 (500.15): Laporan hasil pengawasan ketenagaakerjaan
500.15.20,bina penegaka hukum,500.15,Bina penegaka hukum,Kode 500.15.20 (500.15): Bina penegaka hukum
500.15.20.1,pemerikasaan norma ketenagakerjaan,500.15,Pemerikasaan norma ketenagakerjaan,Kode 500.15.20.1 (500.15): Pemerikasaan norma ketenagakerjaan
500.15.20.2,penyidikan norma ketenagakerjaan,500.15,Penyidikan norma ketenagakerjaan,Kode 500.15.20.2 (500.15): Penyidikan norma ketenagakerjaan
500.15.20.3,pengembangan penyidik pegawai negeri sipil,500.15,Pengembangan penyidik pegawai negeri sipil,Kode 500.15.20.3 (500.15): Pengembangan penyidik pegawai negeri sipil
500.15.20.4,kerjasama penegakan hukum,500.15,Kerjasama penegakan hukum,Kode 500.15.20.4 (500.15): Kerjasama penegakan hukum
500.15.21,pengkajian dan bimbingan teknis pelayanan keselamatan dan kesehatan kerja,500.15,Pengkajian dan bimbingan teknis pelayanan keselamatan dan kesehatan kerja,Kode 500.15.21 (500.15): Pengkajian dan bimbingan teknis pelayanan keselamatan dan kesehatan kerja
00.15.21.1,analisis dan standardisasi bidang k3,00.15,Analisis dan standardisasi bidang k3,Kode 00.15.21.1 (00.15): Analisis dan standardisasi bidang k3
00.15.21.2,hasil kajian perekayasaan dan penerapan teknologi dan alih teknologi k3,00.15,Hasil kajian perekayasaan dan penerapan teknologi dan alih teknologi k3,Kode 00.15.21.2 (00.15): Hasil kajian perekayasaan dan penerapan teknologi dan alih teknologi k3
00.15.21.3,bimbingan teknis dan evaluasi pengkajian k3,00.15,Bimbingan teknis dan evaluasi pengkajian k3,Kode 00.15.21.3 (00.15): Bimbingan teknis dan evaluasi pengkajian k3
00.15.21.4,bimbingan teknis dan evaluasi pelayanan k3,00.15,Bimbingan teknis dan evaluasi pelayanan k3,Kode 00.15.21.4 (00.15): Bimbingan teknis dan evaluasi pelayanan k3
500.15.22,pengembangan sdm dan kompetensi k3,500.15,Pengembangan sdm dan kompetensi k3,Kode 500.15.22 (500.15): Pengembangan sdm dan kompetensi k3
500.15.22.1,program analisis dan standardisasi pengembangan sdm dan kompetensi k3,500.15,Program analisis dan standardisasi pengembangan sdm dan kompetensi k3,Kode 500.15.22.1 (500.15): Program analisis dan standardisasi pengembangan sdm dan kompetensi k3
500.15.22.2,penyebarluasan informasi pengembangan sdm dan kompetensi k3,500.15,Penyebarluasan informasi pengembangan sdm dan kompetensi k3,Kode 500.15.22.2 (500.15): Penyebarluasan informasi pengembangan sdm dan kompetensi k3
500.15.22.3,kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3,500.15,Kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3,Kode 500.15.22.3 (500.15): Kerjasama tingkat nasional bidang pengembangan sdm dan kompetensi k3
500.15.22.4,kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3,500.15,Kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3,Kode 500.15.22.4 (500.15): Kerjasama tingkat regional bidang pengembangan sdm dan kompetensi k3
500.15.22.5,kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3,500.15,Kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3,Kode 500.15.22.5 (500.15): Kerjasama tingkat internasional bidang pengembangan sdm dan kompetensi k3
500.15.22.6,bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3,500.15,Bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3,Kode 500.15.22.6 (500.15): Bimbingan teknis dan evaluasi pengembangan sdm dan kompetensi k3
500.16,penanaman modal,500.16,Penanaman modal,Kode 500.16 (500.16): Penanaman modal
500.16.1,kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah,500.16,Kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah,Kode 500.16.1 (500.16): Kebijakan di bidang penanaman modal yang dilakukan oleh pemerintah daerah
500.16.2,perencanaan penanaman modal,500.16,Perencanaan penanaman modal,Kode 500.16.2 (500.16): Perencanaan penanaman modal
500.16.2.1,perencanaan industri agribisnis dan sumber daya alam lainnya,500.16,Perencanaan industri agribisnis dan sumber daya alam lainnya,Kode 500.16.2.1 (500.16): Perencanaan industri agribisnis dan sumber daya alam lainnya
500.16.2.2,perencanaan industri manufaktur,500.16,Perencanaan industri manufaktur,Kode 500.16.2.2 (500.16): Perencanaan industri manufaktur
500.16.2.3,perencanaan jasa dan kawasan,500.16,Perencanaan jasa dan kawasan,Kode 500.16.2.3 (500.16): Perencanaan jasa dan kawasan
500.16.2.4,perencanaan infrastruktur,500.16,Perencanaan infrastruktur,Kode 500.16.2.4 (500.16): Perencanaan infrastruktur
500.16.3,pengembangan iklim penanaman modal,500.16,Pengembangan iklim penanaman modal,Kode 500.16.3 (500.16): Pengembangan iklim penanaman modal
500.16.3.1,deregulasi penanaman modal,500.16,Deregulasi penanaman modal,Kode 500.16.3.1 (500.16): Deregulasi penanaman modal
500.16.3.2,pengembangan potensi daerah,500.16,Pengembangan potensi daerah,Kode 500.16.3.2 (500.16): Pengembangan potensi daerah
500.16.3.3,pemberdayaan usaha,500.16,Pemberdayaan usaha,Kode 500.16.3.3 (500.16): Pemberdayaan usaha
500.16.3.4,pemberdayaan usaha pembinaan dan penyuluhan,500.16,Pemberdayaan usaha pembinaan dan penyuluhan,Kode 500.16.3.4 (500.16): Pemberdayaan usaha pembinaan dan penyuluhan
500.16.3.5,pemberdayaan usaha kemitraan usaha,500.16,Pemberdayaan usaha kemitraan usaha,Kode 500.16.3.5 (500.16): Pemberdayaan usaha kemitraan usaha
500.16.3.6,pemberdayaan usaha pelayanan usaha,500.16,Pemberdayaan usaha pelayanan usaha,Kode 500.16.3.6 (500.16): Pemberdayaan usaha pelayanan usaha
500.16.4,promosi penanaman modal,500.16,Promosi penanaman modal,Kode 500.16.4 (500.16): Promosi penanaman modal
500.16.4.1,pengembangan promosi,500.16,Pengembangan promosi,Kode 500.16.4.1 (500.16): Pengembangan promosi
500.16.4.2,analisis strategi promosi,500.16,Analisis strategi promosi,Kode 500.16.4.2 (500.16): Analisis strategi promosi
500.16.4.3,fasilitasi promosi luar negeri,500.16,Fasilitasi promosi luar negeri,Kode 500.16.4.3 (500.16): Fasilitasi promosi luar negeri
500.16.4.4,promosi sektoral,500.16,Promosi sektoral,Kode 500.16.4.4 (500.16): Promosi sektoral
500.16.4.5,fasilitasi promosi daerah,500.16,Fasilitasi promosi daerah,Kode 500.16.4.5 (500.16): Fasilitasi promosi daerah
500.16.4.6,pameran dan sarana promosi,500.16,Pameran dan sarana promosi,Kode 500.16.4.6 (500.16): Pameran dan sarana promosi
500.16.5,kerja sama penanaman modal,500.16,Kerja sama penanaman modal,Kode 500.16.5 (500.16): Kerja sama penanaman modal
500.16.5.1,kerja sama bilateral dan mulitilateral,500.16,Kerja sama bilateral dan mulitilateral,Kode 500.16.5.1 (500.16): Kerja sama bilateral dan mulitilateral
500.16.5.2,kerja sama regional,500.16,Kerja sama regional,Kode 500.16.5.2 (500.16): Kerja sama regional
500.16.5.3,kerja sama dunia usaha internasional,500.16,Kerja sama dunia usaha internasional,Kode 500.16.5.3 (500.16): Kerja sama dunia usaha internasional
500.16.6,pengendalian pelaksanaan penanaman modal,500.16,Pengendalian pelaksanaan penanaman modal,Kode 500.16.6 (500.16): Pengendalian pelaksanaan penanaman modal
500.16.6.1,pemantauan penanaman modal,500.16,Pemantauan penanaman modal,Kode 500.16.6.1 (500.16): Pemantauan penanaman modal
500.16.6.2,data realisasi penanaman modal,500.16,Data realisasi penanaman modal,Kode 500.16.6.2 (500.16): Data realisasi penanaman modal
500.16.6.3,bimbingan sosialisasi ketentuan penanaman modal,500.16,Bimbingan sosialisasi ketentuan penanaman modal,Kode 500.16.6.3 (500.16): Bimbingan sosialisasi ketentuan penanaman modal
500.16.6.4,fasilitasi penyelesaian masalah,500.16,Fasilitasi penyelesaian masalah,Kode 500.16.6.4 (500.16): Fasilitasi penyelesaian masalah
500.16.6.5,pengawasan penanaman modal,500.16,Pengawasan penanaman modal,Kode 500.16.6.5 (500.16): Pengawasan penanaman modal
500.16.6.6,pencabutan pembatalan perizinan penanaman modal,500.16,Pencabutan pembatalan perizinan penanaman modal,Kode 500.16.6.6 (500.16): Pencabutan pembatalan perizinan penanaman modal
500.16.7,pelayanan penanaman modal,500.16,Pelayanan penanaman modal,Kode 500.16.7 (500.16): Pelayanan penanaman modal
500.16.7.1,pelayanan aplikasi,500.16,Pelayanan aplikasi,Kode 500.16.7.1 (500.16): Pelayanan aplikasi
500.16.7.2,pelayanan perijinan,500.16,Pelayanan perijinan,Kode 500.16.7.2 (500.16): Pelayanan perijinan
500.16.7.3,pelayanan konsultasi perijinan,500.16,Pelayanan konsultasi perijinan,Kode 500.16.7.3 (500.16): Pelayanan konsultasi perijinan
500.16.7.4,pelayanan non perijinan,500.16,Pelayanan non perijinan,Kode 500.16.7.4 (500.16): Pelayanan non perijinan
500.16.7.5,pelayanan fasilitas,500.16,Pelayanan fasilitas,Kode 500.16.7.5 (500.16): Pelayanan fasilitas
500.17,pertanahan,500.17,Pertanahan,Kode 500.17 (500.17): Pertanahan
500.17.1,kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah,500.17,Kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah,Kode 500.17.1 (500.17): Kebijakan di bidang pertanahan yang dilakukan oleh pemerintah daerah
500.17.2,pengadaan dan penataan administrasi pertanahan,500.17,Pengadaan dan penataan administrasi pertanahan,Kode 500.17.2 (500.17): Pengadaan dan penataan administrasi pertanahan
500.17.2.1,fasilitasi pengadaan tanah,500.17,Fasilitasi pengadaan tanah,Kode 500.17.2.1 (500.17): Fasilitasi pengadaan tanah
500.17.2.2,pembinaan dan pengendalian administrasi pertanahan,500.17,Pembinaan dan pengendalian administrasi pertanahan,Kode 500.17.2.2 (500.17): Pembinaan dan pengendalian administrasi pertanahan
500.17.2.3,data dan informasi pertanahan,500.17,Data dan informasi pertanahan,Kode 500.17.2.3 (500.17): Data dan informasi pertanahan
500.17.2.4,advokasi dan pengendalian,500.17,Advokasi dan pengendalian,Kode 500.17.2.4 (500.17): Advokasi dan pengendalian
500.17.3,penatagunaan dan penguatan hak atas tanah,500.17,Penatagunaan dan penguatan hak atas tanah,Kode 500.17.3 (500.17): Penatagunaan dan penguatan hak atas tanah
500.17.3.1,penatagunaan tanah,500.17,Penatagunaan tanah,Kode 500.17.3.1 (500.17): Penatagunaan tanah
500.17.3.2,data dan pemetaan tematik,500.17,Data dan pemetaan tematik,Kode 500.17.3.2 (500.17): Data dan pemetaan tematik
500.17.3.3,penguatan atas tanah,500.17,Penguatan atas tanah,Kode 500.17.3.3 (500.17): Penguatan atas tanah
500.17.4,sengketa tanah,500.17,Sengketa tanah,Kode 500.17.4 (500.17): Sengketa tanah
500.17.4.1,pengkajian dan penanganan sengketa,500.17,Pengkajian dan penanganan sengketa,Kode 500.17.4.1 (500.17): Pengkajian dan penanganan sengketa
500.17.4.2,advokasi dan pengendalian,500.17,Advokasi dan pengendalian,Kode 500.17.4.2 (500.17): Advokasi dan pengendalian
500.18,transmigrasi,500.18,Transmigrasi,Kode 500.18 (500.18): Transmigrasi
500.18.1,kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah,500.18,Kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah,Kode 500.18.1 (500.18): Kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah
500.18.2,penyediaan tanah transmigrasi,500.18,Penyediaan tanah transmigrasi,Kode 500.18.2 (500.18): Penyediaan tanah transmigrasi
500.18.2.1,fasilitasi pengadaan tanah,500.18,Fasilitasi pengadaan tanah,Kode 500.18.2.1 (500.18): Fasilitasi pengadaan tanah
500.18.2.2,pengurusan legalitas tanah,500.18,Pengurusan legalitas tanah,Kode 500.18.2.2 (500.18): Pengurusan legalitas tanah
500.18.2.3,dokumentasi pertanahan,500.18,Dokumentasi pertanahan,Kode 500.18.2.3 (500.18): Dokumentasi pertanahan
500.18.2.4,advokasi pertanahan,500.18,Advokasi pertanahan,Kode 500.18.2.4 (500.18): Advokasi pertanahan
500.18.3,pembangunan pemukiman dan infrastruktur kawasan transmigrasi,500.18,Pembangunan pemukiman dan infrastruktur kawasan transmigrasi,Kode 500.18.3 (500.18): Pembangunan pemukiman dan infrastruktur kawasan transmigrasi
500.18.3.1,penyiapan lahan,500.18,Penyiapan lahan,Kode 500.18.3.1 (500.18): Penyiapan lahan
500.18.3.2,penyiapan sarana,500.18,Penyiapan sarana,Kode 500.18.3.2 (500.18): Penyiapan sarana
500.18.3.3,penyiapan prasarana,500.18,Penyiapan prasarana,Kode 500.18.3.3 (500.18): Penyiapan prasarana
500.18.3.4,evaluasi kelayakan permukiman,500.18,Evaluasi kelayakan permukiman,Kode 500.18.3.4 (500.18): Evaluasi kelayakan permukiman
500.18.4,fasilitasi penempatan transmigrasi,500.18,Fasilitasi penempatan transmigrasi,Kode 500.18.4 (500.18): Fasilitasi penempatan transmigrasi
500.18.4.1,penyiapan calon transmigrasi,500.18,Penyiapan calon transmigrasi,Kode 500.18.4.1 (500.18): Penyiapan calon transmigrasi
500.18.4.2,penyiapan perpindahan,500.18,Penyiapan perpindahan,Kode 500.18.4.2 (500.18): Penyiapan perpindahan
500.18.4.3,pelaksanaan perpindahan,500.18,Pelaksanaan perpindahan,Kode 500.18.4.3 (500.18): Pelaksanaan perpindahan
500.18.4.4,penataan dan adaptasi,500.18,Penataan dan adaptasi,Kode 500.18.4.4 (500.18): Penataan dan adaptasi
500.18.5,partisipasi masyarakat,500.18,Partisipasi masyarakat,Kode 500.18.5 (500.18): Partisipasi masyarakat
500.18.5.1,promosi dan motivasi,500.18,Promosi dan motivasi,Kode 500.18.5.1 (500.18): Promosi dan motivasi
500.18.5.2,kerjasama kelembagaan,500.18,Kerjasama kelembagaan,Kode 500.18.5.2 (500.18): Kerjasama kelembagaan
500.18.5.3,kerjasama antar daerah,500.18,Kerjasama antar daerah,Kode 500.18.5.3 (500.18): Kerjasama antar daerah
500.18.5.4,kerjasama antar daerah,500.18,Kerjasama antar daerah,Kode 500.18.5.4 (500.18): Kerjasama antar daerah
500.18.6,pembinaan pengembangan masyarakat dan kawasan transmigrasi,500.18,Pembinaan pengembangan masyarakat dan kawasan transmigrasi,Kode 500.18.6 (500.18): Pembinaan pengembangan masyarakat dan kawasan transmigrasi
500.18.6.1,perencanaan teknis pengembangan masyarakat dan kawasan,500.18,Perencanaan teknis pengembangan masyarakat dan kawasan,Kode 500.18.6.1 (500.18): Perencanaan teknis pengembangan masyarakat dan kawasan
500.18.6.2,bina sistem informasi,500.18,Bina sistem informasi,Kode 500.18.6.2 (500.18): Bina sistem informasi
500.18.6.3,perencanaan pengembangan kawasan,500.18,Perencanaan pengembangan kawasan,Kode 500.18.6.3 (500.18): Perencanaan pengembangan kawasan
500.18.6.4,perencanaan pengembangan masyarakat,500.18,Perencanaan pengembangan masyarakat,Kode 500.18.6.4 (500.18): Perencanaan pengembangan masyarakat
500.18.6.5,perencanaan pengembangan pusat pertumbuhan,500.18,Perencanaan pengembangan pusat pertumbuhan,Kode 500.18.6.5 (500.18): Perencanaan pengembangan pusat pertumbuhan
500.18.7,peningkatan kapasitas sumber daya manusia dan masyarakat,500.18,Peningkatan kapasitas sumber daya manusia dan masyarakat,Kode 500.18.7 (500.18): Peningkatan kapasitas sumber daya manusia dan masyarakat
500.18.7.1,bantuan pangan dan kesehatan,500.18,Bantuan pangan dan kesehatan,Kode 500.18.7.1 (500.18): Bantuan pangan dan kesehatan
500.18.7.2,fasilitas sosial budaya,500.18,Fasilitas sosial budaya,Kode 500.18.7.2 (500.18): Fasilitas sosial budaya
500.18.7.3,pengembangan kelembagaan,500.18,Pengembangan kelembagaan,Kode 500.18.7.3 (500.18): Pengembangan kelembagaan
500.18.7.4,bina pendampingan masyarakat transmigrasi,500.18,Bina pendampingan masyarakat transmigrasi,Kode 500.18.7.4 (500.18): Bina pendampingan masyarakat transmigrasi
500.18.8,pengembangan usaha,500.18,Pengembangan usaha,Kode 500.18.8 (500.18): Pengembangan usaha
500.18.8.1,kewirausahaan,500.18,Kewirausahaan,Kode 500.18.8.1 (500.18): Kewirausahaan
500.18.8.2,produksi,500.18,Produksi,Kode 500.18.8.2 (500.18): Produksi
500.18.8.3,pengolahan hasil dan pemasaran,500.18,Pengolahan hasil dan pemasaran,Kode 500.18.8.3 (500.18): Pengolahan hasil dan pemasaran
500.18.8.4,lembaga ekonomi dan permodalan,500.18,Lembaga ekonomi dan permodalan,Kode 500.18.8.4 (500.18): Lembaga ekonomi dan permodalan
500.18.9,pengembangan sarana dan prasarana kawasan,500.18,Pengembangan sarana dan prasarana kawasan,Kode 500.18.9 (500.18): Pengembangan sarana dan prasarana kawasan
500.18.9.1,analisis dan standarisasi sarana dan prasarana,500.18,Analisis dan standarisasi sarana dan prasarana,Kode 500.18.9.1 (500.18): Analisis dan standarisasi sarana dan prasarana
500.18.9.2,pengembangan sarana,500.18,Pengembangan sarana,Kode 500.18.9.2 (500.18): Pengembangan sarana
500.18.9.3,pengembangan prasarana,500.18,Pengembangan prasarana,Kode 500.18.9.3 (500.18): Pengembangan prasarana
500.18.9.4,evaluasi pengembangan sarana dan prasarana,500.18,Evaluasi pengembangan sarana dan prasarana,Kode 500.18.9.4 (500.18): Evaluasi pengembangan sarana dan prasarana
500.18.10,penyerasian lingkungan,500.18,Penyerasian lingkungan,Kode 500.18.10 (500.18): Penyerasian lingkungan
500.18.10.1,persiapan pengelolaan dan pemantauan lingkungan,500.18,Persiapan pengelolaan dan pemantauan lingkungan,Kode 500.18.10.1 (500.18): Persiapan pengelolaan dan pemantauan lingkungan
500.18.10.2,adaptasi dan mitigasi lingkungan,500.18,Adaptasi dan mitigasi lingkungan,Kode 500.18.10.2 (500.18): Adaptasi dan mitigasi lingkungan
500.18.10.3,evaluasi perkembangan permukiman transmigrasi,500.18,Evaluasi perkembangan permukiman transmigrasi,Kode 500.18.10.3 (500.18): Evaluasi perkembangan permukiman transmigrasi
500.18.10.4,evaluasi perkembangan pusat pertumbuhan,500.18,Evaluasi perkembangan pusat pertumbuhan,Kode 500.18.10.4 (500.18): Evaluasi perkembangan pusat pertumbuhan
600,pekerjaan umum dan ketenagakerjaan,600,Pekerjaan umum dan ketenagakerjaan,Kode 600 (600): Pekerjaan umum dan ketenagakerjaan
600.1,pekerjaan umum,600.1,Pekerjaan umum,Kode 600.1 (600.1): Pekerjaan umum
600.1.1,kebijakan di bidang pekerjaan umum yang dilakukan oleh pemerintah daerah,600.1,Kebijakan di bidang pekerjaan umum yang dilakukan oleh pemerintah daerah,Kode 600.1.1 (600.1): Kebijakan di bidang pekerjaan umum yang dilakukan oleh pemerintah daerah
600.1.2,penatagunaan sumber daya air,600.1,Penatagunaan sumber daya air,Kode 600.1.2 (600.1): Penatagunaan sumber daya air
600.1.2.1,perencanaan wilayah sungai,600.1,Perencanaan wilayah sungai,Kode 600.1.2.1 (600.1): Perencanaan wilayah sungai
600.1.2.2,kelembagaan,600.1,Kelembagaan,Kode 600.1.2.2 (600.1): Kelembagaan
600.1.2.3,pemanfaatan sumber daya air,600.1,Pemanfaatan sumber daya air,Kode 600.1.2.3 (600.1): Pemanfaatan sumber daya air
600.1.2.4,hidrologi dan lingkungan sumber daya air,600.1,Hidrologi dan lingkungan sumber daya air,Kode 600.1.2.4 (600.1): Hidrologi dan lingkungan sumber daya air
600.1.2.5,pengaturan dan pemantauan,600.1,Pengaturan dan pemantauan,Kode 600.1.2.5 (600.1): Pengaturan dan pemantauan
600.1.3,pengembangan jaringan sumber daya air,600.1,Pengembangan jaringan sumber daya air,Kode 600.1.3 (600.1): Pengembangan jaringan sumber daya air
600.1.3.1,perencanaan pengelolaan sumber daya air,600.1,Perencanaan pengelolaan sumber daya air,Kode 600.1.3.1 (600.1): Perencanaan pengelolaan sumber daya air
600.1.3.2,manajemen mutu,600.1,Manajemen mutu,Kode 600.1.3.2 (600.1): Manajemen mutu
600.1.3.3,informasi dan data sumber daya air,600.1,Informasi dan data sumber daya air,Kode 600.1.3.3 (600.1): Informasi dan data sumber daya air
600.1.3.4,keterpaduan pemrograman,600.1,Keterpaduan pemrograman,Kode 600.1.3.4 (600.1): Keterpaduan pemrograman
600.1.4,pengelolaan sumber daya air,600.1,Pengelolaan sumber daya air,Kode 600.1.4 (600.1): Pengelolaan sumber daya air
600.1.4.1,pengelolaan sungai dan pantai,600.1,Pengelolaan sungai dan pantai,Kode 600.1.4.1 (600.1): Pengelolaan sungai dan pantai
600.1.4.2,pengelolaan irigasi dan rawa,600.1,Pengelolaan irigasi dan rawa,Kode 600.1.4.2 (600.1): Pengelolaan irigasi dan rawa
